chromosome	start	end	strand	gene_type	gene_name
chr5	115512077	115513694	+	processed_pseudogene	CCT5P1
chr5	115520908	115544775	-	protein_coding	FEM1C
chr5	115578496	115602479	-	protein_coding	TICAM2
chr5	115578642	115626161	-	protein_coding	TMED7-TICAM2
chr5	115602057	115623897	+	lncRNA	TICAM2-AS1
chr5	115613210	115632992	-	protein_coding	TMED7
chr5	115691462	115692167	-	lncRNA	ENSG00000249021
chr5	115738978	115756543	+	lncRNA	ENSG00000248709
chr5	115770586	115770989	+	processed_pseudogene	H3P24
chr5	115774319	115774502	-	snRNA	RNU2-49P
chr5	115804733	115816659	-	protein_coding	CDO1
chr5	115828200	115841837	-	protein_coding	ATG12
chr5	115841592	115914081	+	protein_coding	AP3S1
chr5	115956571	115958599	+	lncRNA	LINCADL
chr5	115962454	116027619	+	protein_coding	LVRN
chr5	115974513	115976275	-	processed_pseudogene	DDX43P1
chr5	116032324	116060118	+	protein_coding	ARL14EPL
chr5	116051917	116052289	-	processed_pseudogene	ENSG00000185641
chr5	116078110	116078570	-	lncRNA	ENSG00000272265
chr5	116083807	116085416	-	lncRNA	ENSG00000271918
chr5	116085016	116412762	+	protein_coding	COMMD10
chr5	116188455	116188552	-	snRNA	RNU6-644P
chr5	116218026	116218295	-	processed_pseudogene	HMGN2P27
chr5	116302354	116304134	-	lncRNA	ENSG00000250015
chr5	116443555	116574823	-	protein_coding	SEMA6A
chr5	116447547	116508276	+	lncRNA	SEMA6A-AS1
chr5	116562562	116562930	+	processed_pseudogene	RPS14P8
chr5	116574482	116611200	+	lncRNA	SEMA6A-AS2
chr5	116716243	116716650	+	processed_pseudogene	RPS17P2
chr5	116742991	116762209	-	lncRNA	LINC02214
chr5	116819220	116830370	-	lncRNA	ENSG00000249150
chr5	117019548	117019679	-	processed_pseudogene	ENSG00000250650
chr5	117031200	117038569	+	lncRNA	ENSG00000250949
chr5	117301104	117301442	-	processed_pseudogene	RPL35AP15
chr5	117313085	117330149	+	lncRNA	ENSG00000285809
chr5	117415509	117546298	+	lncRNA	LINC00992
chr5	117719240	117722097	-	processed_pseudogene	ENSG00000251477
chr5	117730515	118266267	+	lncRNA	LINC02147
chr5	117778826	117779532	-	processed_pseudogene	RPL7L1P4
chr5	118000253	118562199	-	lncRNA	LINC02208
chr5	118282575	118284782	+	lncRNA	LINC02148
chr5	118575575	118581324	+	lncRNA	LINC02216
chr5	118581242	118628178	-	lncRNA	ENSG00000286745
chr5	118596188	118628092	+	lncRNA	LINC02215
chr5	118758211	118758274	+	snRNA	RNU7-34P
chr5	118760474	118785459	-	lncRNA	ENSG00000249426
chr5	118836074	118988547	-	protein_coding	DTWD2
chr5	118973796	118974122	+	processed_pseudogene	PTMAP2
chr5	118974586	118974670	+	miRNA	MIR1244-2
chr5	119006347	119070902	-	lncRNA	DMXL1-DT
chr5	119007571	119007668	+	snRNA	RNU6-373P
chr5	119010060	119010542	+	processed_pseudogene	ENSG00000250678
chr5	119011471	119012056	+	processed_pseudogene	ENSG00000250928
chr5	119037772	119249138	+	protein_coding	DMXL1
chr5	119126782	119128444	-	processed_pseudogene	SEPTIN7P10
chr5	119132651	119132882	-	processed_pseudogene	LAMTOR3P2
chr5	119138859	119138965	+	snRNA	RNU6-701P
chr5	119154637	119154716	+	miRNA	MIR5706
chr5	119268692	119399688	+	protein_coding	TNFAIP8
chr5	119306343	119306631	-	misc_RNA	RN7SL174P
chr5	119445716	119445833	+	rRNA_pseudogene	RNA5SP190
chr5	119452465	119637199	+	protein_coding	HSD17B4
chr5	119547131	119547606	-	processed_pseudogene	ENSG00000213663
chr5	119555250	119555658	-	processed_pseudogene	FABP5P6
chr5	119629558	119635822	+	protein_coding	FAM170A
chr5	119652523	119653000	-	processed_pseudogene	TUBAP15
chr5	119680197	119681080	+	processed_pseudogene	ENSG00000234259
chr5	120245448	120333502	-	lncRNA	ENSG00000251293
chr5	120337549	120337653	-	snRNA	RNU6-718P
chr5	120345907	120410969	-	lncRNA	ENSG00000261036
chr5	120464300	120687332	+	protein_coding	PRR16
chr5	120658077	120658371	-	processed_pseudogene	PRELID3BP8
chr5	120710698	120710840	-	snRNA	RNU4-69P
chr5	120781218	120790778	+	lncRNA	ENSG00000248927
chr5	121040090	121044032	+	processed_pseudogene	ENSG00000251135
chr5	121059244	121060953	+	processed_pseudogene	ENSG00000248853
chr5	121164687	121359869	+	lncRNA	ENSG00000229855
chr5	121195980	121196210	-	unprocessed_pseudogene	ENSG00000250847
chr5	121363002	121365314	+	TEC	ENSG00000279860
chr5	121575848	121576320	-	processed_pseudogene	RPL23AP44
chr5	121616247	121616807	+	processed_pseudogene	ENSG00000213661
chr5	121671373	121671872	-	processed_pseudogene	ENSG00000249600
chr5	121851882	121852833	+	protein_coding	FTMT
chr5	121961975	122075570	+	protein_coding	SRFBP1
chr5	122063195	122078413	-	protein_coding	LOX
chr5	122114598	122154856	-	lncRNA	ENSG00000247311
chr5	122129546	122153569	+	protein_coding	ZNF474
chr5	122129622	122182658	+	protein_coding	ENSG00000250803
chr5	122154496	122156015	-	lncRNA	ZNF474-AS1
chr5	122311297	122311673	-	lncRNA	ENSG00000272139
chr5	122311354	122464219	+	protein_coding	SNCAIP
chr5	122321291	122323358	-	lncRNA	ENSG00000249621
chr5	122326610	122329279	+	lncRNA	ENSG00000289054
chr5	122369762	122383568	-	lncRNA	ENSG00000249916
chr5	122373512	122374481	+	unitary_pseudogene	ENSG00000287794
chr5	122436497	122479087	-	lncRNA	MGC32805
chr5	122628952	122730685	-	lncRNA	LINC02201
chr5	122675795	122676755	+	processed_pseudogene	ARGFXP1
chr5	122775079	122834543	+	protein_coding	SNX2
chr5	122832356	122834533	+	lncRNA	ENSG00000260686
chr5	122843439	123029354	+	protein_coding	SNX24
chr5	123022487	123022783	-	misc_RNA	RN7SL689P
chr5	123023250	123036725	-	protein_coding	PPIC
chr5	123036271	123054667	+	lncRNA	PPIC-AS1
chr5	123070782	123071080	+	misc_RNA	RN7SL711P
chr5	123087248	123090299	-	lncRNA	PRDM6-AS1
chr5	123089241	123194266	+	protein_coding	PRDM6
chr5	123236079	123236370	+	processed_pseudogene	ENSG00000213655
chr5	123344890	123423592	-	protein_coding	CEP120
chr5	123400922	123402344	-	processed_pseudogene	KRT8P33
chr5	123468781	123469429	-	processed_pseudogene	HMGB3P17
chr5	123508736	123509187	-	TEC	ENSG00000279772
chr5	123511177	123511984	-	lncRNA	ENSG00000288766
chr5	123512177	123617045	+	protein_coding	CSNK1G3
chr5	123619519	123620540	+	lncRNA	ENSG00000288890
chr5	123636110	123637403	+	processed_pseudogene	KRT18P16
chr5	124059794	124438625	-	lncRNA	LINC01170
chr5	124220579	124221077	-	processed_pseudogene	HMGB1P29
chr5	124395603	124400655	+	lncRNA	ENSG00000251421
chr5	124452277	124460552	+	lncRNA	ENSG00000248600
chr5	124459912	124460549	-	lncRNA	ENSG00000251214
chr5	124469591	124469901	+	lncRNA	ENSG00000250438
chr5	124492775	124536348	-	lncRNA	ENSG00000248296
chr5	124497321	124505110	+	lncRNA	ENSG00000289458
chr5	124636913	124748807	-	protein_coding	ZNF608
chr5	124707827	124710737	+	lncRNA	ENSG00000249112
chr5	124734618	124735175	-	lncRNA	ENSG00000251456
chr5	124808828	124809233	-	processed_pseudogene	ENSG00000242814
chr5	124808981	125602227	+	lncRNA	LINC02240
chr5	124829472	124830290	+	lncRNA	ENSG00000248443
chr5	124868972	124869914	-	lncRNA	ENSG00000249261
chr5	124993408	124996096	-	lncRNA	ENSG00000288008
chr5	125074665	125074980	+	processed_pseudogene	ENSG00000250194
chr5	125265528	125265651	+	processed_pseudogene	HMGB1P22
chr5	125333369	126368755	-	lncRNA	ENSG00000248752
chr5	125350868	125351131	-	misc_RNA	RN7SKP117
chr5	125376828	125377439	-	lncRNA	ENSG00000250402
chr5	125493261	125602229	+	lncRNA	ENSG00000286111
chr5	125862746	125863193	-	processed_pseudogene	ENSG00000249950
chr5	125886285	125886753	-	processed_pseudogene	ENSG00000249904
chr5	125966777	125968085	-	processed_pseudogene	RPSAP37
chr5	126179565	126193858	+	lncRNA	LINC02039
chr5	126360132	126496494	+	protein_coding	GRAMD2B
chr5	126372477	126509021	-	lncRNA	ENSG00000250602
chr5	126496279	126498604	+	TEC	ENSG00000279118
chr5	126531200	126595362	-	protein_coding	ALDH7A1
chr5	126553302	126553402	-	snRNA	RNU6-290P
chr5	126600925	126627252	+	protein_coding	PHAX
chr5	126628019	126628319	-	processed_pseudogene	ENSG00000230929
chr5	126631705	126636284	+	protein_coding	TEX43
chr5	126663337	126663568	-	processed_pseudogene	BOLA3P3
chr5	126737438	126737995	-	processed_pseudogene	HSPE1P10
chr5	126751963	126776486	-	lncRNA	LMNB1-DT
chr5	126755316	126755417	-	snRNA	RNU6-752P
chr5	126776623	126837020	+	protein_coding	LMNB1
chr5	126867714	127030558	-	protein_coding	MARCHF3
chr5	127045235	127073506	-	protein_coding	C5orf63
chr5	127073587	127075604	+	TEC	ENSG00000279446
chr5	127143082	127143247	-	processed_pseudogene	MRPS5P3
chr5	127170535	127172266	-	processed_pseudogene	ENSG00000250080
chr5	127176696	127177050	-	processed_pseudogene	SELENOTP2
chr5	127179756	127179900	-	processed_pseudogene	ENSG00000250956
chr5	127215159	127229828	-	lncRNA	ENSG00000283897
chr5	127231959	127290731	-	lncRNA	ENSG00000286615
chr5	127290796	127465737	+	protein_coding	MEGF10
chr5	127465822	127466118	+	processed_pseudogene	ENSG00000249577
chr5	127478295	127478737	+	lncRNA	ENSG00000271766
chr5	127511464	127512842	-	processed_pseudogene	HNRNPKP1
chr5	127517640	127555085	+	protein_coding	PRRC1
chr5	127588746	127590710	-	lncRNA	ENSG00000282925
chr5	127649082	127658630	+	protein_coding	CTXN3
chr5	127651693	127664029	-	lncRNA	ENSG00000248799
chr5	127703391	127941507	+	protein_coding	CCDC192
chr5	127784618	127787042	-	processed_pseudogene	CUL1P1
chr5	127838486	127857804	-	lncRNA	ENSG00000250603
chr5	127939152	128083172	-	lncRNA	SLC12A2-DT
chr5	128083766	128189677	+	protein_coding	SLC12A2
chr5	128109486	128110994	+	processed_pseudogene	POGLUT2P1
chr5	128257909	128659185	-	protein_coding	FBN2
chr5	128371099	128371212	-	misc_RNA	Y_RNA
chr5	128538013	129033642	+	protein_coding	SLC27A6
chr5	128663978	128742829	+	lncRNA	ENSG00000248634
chr5	128932070	128932175	-	unprocessed_pseudogene	ENSG00000288697
chr5	129094749	129114028	+	protein_coding	ISOC1
chr5	129097688	129097766	+	miRNA	MIR4633
chr5	129150677	129173257	+	lncRNA	ENSG00000286274
chr5	129397062	129397147	-	miRNA	MIR4460
chr5	129424782	129461076	-	lncRNA	ADAMTS19-AS1
chr5	129460281	129738683	+	protein_coding	ADAMTS19
chr5	129500361	129905917	-	lncRNA	ENSG00000251680
chr5	129748094	129766732	+	protein_coding	MINAR2
chr5	129904465	130186634	+	protein_coding	CHSY3
chr5	129974891	129975001	+	snRNA	RNU6ATAC10P
chr5	130114409	130114510	+	rRNA_pseudogene	RNA5SP191
chr5	130140031	130141950	+	processed_pseudogene	HSPA8P4
chr5	130386621	130386680	-	snRNA	RNU7-53P
chr5	130529419	130529889	+	processed_pseudogene	ARL2BPP4
chr5	130598348	130598779	+	processed_pseudogene	ENSG00000249418
chr5	130655383	130944178	-	lncRNA	ENSG00000287390
chr5	130989897	130990428	+	processed_pseudogene	ENSG00000244192
chr5	130994253	130996164	+	processed_pseudogene	ENSG00000250405
chr5	131008583	131008742	+	processed_pseudogene	ENSG00000248955
chr5	131155383	131224468	-	protein_coding	HINT1
chr5	131170944	131205428	+	protein_coding	LYRM7
chr5	131245493	131398447	+	protein_coding	CDC42SE2
chr5	131261321	131261607	-	TEC	ENSG00000279370
chr5	131423921	131635231	-	protein_coding	RAPGEF6
chr5	131425891	131796983	-	protein_coding	ENSG00000273217
chr5	131440031	131440196	-	misc_RNA	ENSG00000275939
chr5	131641714	131797017	-	protein_coding	FNIP1
chr5	131659046	131660115	-	processed_pseudogene	ACTBP4
chr5	131797415	131797929	+	TEC	ENSG00000279584
chr5	131806990	131945698	-	protein_coding	MEIKIN
chr5	131807143	132011637	-	protein_coding	ENSG00000281938
chr5	131944408	131968220	+	lncRNA	ENSG00000234758
chr5	131949973	132012243	-	protein_coding	ACSL6
chr5	132003592	132007022	+	lncRNA	ACSL6-AS1
chr5	132011448	132013199	+	lncRNA	ENSG00000231585
chr5	132060655	132063204	+	protein_coding	IL3
chr5	132073789	132076170	+	protein_coding	CSF2
chr5	132080066	132080133	+	snoRNA	ENSG00000253067
chr5	132147491	132149559	-	unprocessed_pseudogene	ENSG00000227616
chr5	132163603	132163765	-	unprocessed_pseudogene	ENSG00000235775
chr5	132179234	132181128	-	lncRNA	ENSG00000224015
chr5	132184876	132192808	+	lncRNA	P4HA2-AS1
chr5	132190147	132295315	-	protein_coding	P4HA2
chr5	132199456	132203487	+	processed_pseudogene	ENSG00000224431
chr5	132217849	132217918	-	miRNA	MIR6830
chr5	132257696	132273454	+	protein_coding	PDLIM4
chr5	132294394	132344190	+	protein_coding	SLC22A4
chr5	132311285	132370170	-	lncRNA	MIR3936HG
chr5	132365490	132365599	-	miRNA	MIR3936
chr5	132369710	132395613	+	protein_coding	SLC22A5
chr5	132410636	132488702	+	lncRNA	IRF1-AS1
chr5	132410832	132646079	+	protein_coding	ENSG00000283782
chr5	132419416	132426714	-	lncRNA	LINC02863
chr5	132440440	132508719	-	protein_coding	IRF1
chr5	132468147	132468257	+	misc_RNA	Y_RNA
chr5	132541445	132556838	-	protein_coding	IL5
chr5	132556019	132646349	+	protein_coding	RAD50
chr5	132630589	132664272	-	lncRNA	TH2LCRR
chr5	132656263	132661110	+	protein_coding	IL13
chr5	132673986	132682678	+	protein_coding	IL4
chr5	132688681	132723725	+	lncRNA	ENSG00000230612
chr5	132692628	132737638	-	protein_coding	KIF3A
chr5	132747426	132754403	+	protein_coding	CCNI2
chr5	132750819	132807241	-	protein_coding	SEPTIN8
chr5	132813302	132816786	+	protein_coding	SOWAHA
chr5	132817248	132818000	-	lncRNA	ENSG00000272203
chr5	132822141	132830659	-	protein_coding	SHROOM1
chr5	132848577	132848696	+	rRNA_pseudogene	RNA5SP192
chr5	132861181	132866884	-	protein_coding	GDF9
chr5	132866630	132868847	+	protein_coding	UQCRQ
chr5	132873444	132875046	+	protein_coding	LEAP2
chr5	132875395	132963634	-	protein_coding	AFF4
chr5	132942932	132945050	+	processed_pseudogene	ENSG00000235253
chr5	132945342	132945454	+	misc_RNA	Y_RNA
chr5	132948493	132948718	+	processed_pseudogene	ATP6V0E1P1
chr5	132963770	132964164	+	lncRNA	AFF4-DT
chr5	132987652	132988110	-	processed_pseudogene	ENSG00000229738
chr5	132993099	132993200	-	misc_RNA	Y_RNA
chr5	132996985	133026604	-	protein_coding	ZCCHC10
chr5	133003119	133003365	+	processed_pseudogene	ENSG00000248648
chr5	133025847	133050178	+	lncRNA	ENSG00000287054
chr5	133051065	133051893	-	lncRNA	ENSG00000286408
chr5	133052013	133106449	+	protein_coding	HSPA4
chr5	133052769	133052971	+	TEC	ENSG00000279691
chr5	133111055	133114475	-	lncRNA	ENSG00000251616
chr5	133160438	133224413	+	lncRNA	ENSG00000248245
chr5	133172218	133173053	-	processed_pseudogene	ENSG00000240611
chr5	133196455	133612541	-	protein_coding	FSTL4
chr5	133239988	133241238	+	lncRNA	ENSG00000288758
chr5	133243764	133248781	+	lncRNA	ENSG00000249478
chr5	133256492	133275977	+	lncRNA	ENSG00000250244
chr5	133387773	133388549	+	lncRNA	ENSG00000250409
chr5	133427596	133427706	-	miRNA	MIR1289-2
chr5	133457805	133458331	+	TEC	ENSG00000280104
chr5	133574829	133575298	-	TEC	ENSG00000279197
chr5	133720495	133720934	-	processed_pseudogene	ENSG00000251243
chr5	133913677	133917269	+	lncRNA	WSPAR
chr5	133955510	133968674	-	protein_coding	C5orf15
chr5	133971871	134004975	-	protein_coding	VDAC1
chr5	134005147	134005562	+	lncRNA	ENSG00000271737
chr5	134081914	134082040	-	processed_pseudogene	ENSG00000271128
chr5	134114681	134151865	+	protein_coding	TCF7
chr5	134148935	134176964	-	protein_coding	SKP1
chr5	134167170	134226071	-	protein_coding	ENSG00000272772
chr5	134194332	134226073	-	protein_coding	PPP2CA
chr5	134205614	134371044	-	lncRNA	ENSG00000273345
chr5	134225757	134225852	+	miRNA	MIR3661
chr5	134226410	134227827	+	lncRNA	PPP2CA-DT
chr5	134267421	134267856	+	processed_pseudogene	ENSG00000239615
chr5	134286350	134371047	-	protein_coding	CDKL3
chr5	134371184	134392108	+	protein_coding	UBE2B
chr5	134394360	134395008	-	TEC	ENSG00000279469
chr5	134399495	134401921	+	lncRNA	ENSG00000248559
chr5	134402065	134411881	-	protein_coding	CDKN2AIPNL
chr5	134422838	134423335	+	processed_pseudogene	ENSG00000243648
chr5	134429051	134460615	-	lncRNA	ENSG00000250564
chr5	134436711	134492519	+	lncRNA	ENSG00000250994
chr5	134500178	134500284	-	snRNA	RNU6-456P
chr5	134506552	134509229	+	lncRNA	LINC01843
chr5	134517810	134518092	+	misc_RNA	RN7SL541P
chr5	134522613	134523096	-	TEC	ENSG00000280420
chr5	134524312	134583230	+	protein_coding	JADE2
chr5	134601149	134649271	-	protein_coding	SAR1B
chr5	134634839	134634945	-	snRNA	RNU6-1311P
chr5	134648785	134727909	+	protein_coding	SEC24A
chr5	134701172	134701278	-	snRNA	RNU6-1164P
chr5	134715483	134715582	+	snRNA	RNU6-757P
chr5	134738495	134752157	+	protein_coding	CAMLG
chr5	134758771	134855133	+	protein_coding	DDX46
chr5	134804778	134805132	-	processed_pseudogene	ENSG00000241179
chr5	134845680	134859735	+	protein_coding	C5orf24
chr5	134863091	134863433	-	processed_pseudogene	ENSG00000270892
chr5	134874371	134901635	+	protein_coding	TXNDC15
chr5	134905120	135007959	+	protein_coding	PCBD2
chr5	134905235	134905691	+	TEC	ENSG00000279799
chr5	134923303	134924049	-	processed_pseudogene	MTCYBP18
chr5	134924123	134924644	+	processed_pseudogene	MTND6P4
chr5	134924648	134926459	-	processed_pseudogene	MTND5P11
chr5	134926660	134928036	-	processed_pseudogene	MTND4P12
chr5	134928030	134928326	-	processed_pseudogene	MTND4LP30
chr5	134928039	134928112	+	miRNA	ENSG00000263963
chr5	134928393	134928527	-	processed_pseudogene	MTND3P25
chr5	134967907	135011696	+	protein_coding	CATSPER3
chr5	135027734	135034813	-	protein_coding	PITX1
chr5	135033280	135358219	+	lncRNA	PITX1-AS1
chr5	135034521	135035894	+	lncRNA	ENSG00000277619
chr5	135038831	135040047	-	lncRNA	EPIST
chr5	135120526	135139681	+	lncRNA	ENSG00000248753
chr5	135124380	135131249	-	lncRNA	ENSG00000248482
chr5	135236234	135248179	-	lncRNA	LINC02900
chr5	135334381	135399914	-	protein_coding	MACROH2A1
chr5	135399280	135401296	+	lncRNA	ENSG00000270021
chr5	135444214	135447348	-	protein_coding	DCANP1
chr5	135444226	135452351	-	protein_coding	TIFAB
chr5	135450613	135458697	+	lncRNA	ENSG00000249639
chr5	135534282	135535964	-	protein_coding	NEUROG1
chr5	135559577	135634874	+	lncRNA	ENSG00000250167
chr5	135570679	135579279	-	protein_coding	CXCL14
chr5	135579202	135889770	+	protein_coding	SLC25A48
chr5	135648584	135653935	-	lncRNA	SLC25A48-AS1
chr5	135742462	135746356	-	unprocessed_pseudogene	ENSG00000223539
chr5	135802985	135803075	-	miRNA	MIR5692C1
chr5	135812667	135827546	+	lncRNA	ENSG00000250378
chr5	135892246	135895841	-	protein_coding	IL9
chr5	135897637	135900250	+	lncRNA	ENSG00000254239
chr5	135900353	135918161	-	lncRNA	ENSG00000253927
chr5	135922279	135954983	-	protein_coding	LECT2
chr5	135930317	135951591	+	transcribed_unitary_pseudogene	FBXL21P
chr5	136028988	136063818	+	protein_coding	TGFBI
chr5	136080470	136080597	-	vault_RNA	VTRNA2-1
chr5	136080497	136080597	-	misc_RNA	Vault
chr5	136129507	136134890	-	lncRNA	SMAD5-AS1
chr5	136129516	136129781	+	misc_RNA	ENSG00000277859
chr5	136132845	136188747	+	protein_coding	SMAD5
chr5	136133696	136133826	+	misc_RNA	ENSG00000275646
chr5	136133912	136134035	+	misc_RNA	ENSG00000277524
chr5	136134082	136134248	+	misc_RNA	ENSG00000274934
chr5	136191468	136193162	-	protein_coding	SMIM32
chr5	136212745	136365545	-	protein_coding	TRPC7
chr5	136214048	136222159	+	lncRNA	TRPC7-AS1
chr5	136303757	136316100	+	lncRNA	TRPC7-AS2
chr5	136376348	136397042	-	lncRNA	ENSG00000279240
chr5	136381268	136381511	-	processed_pseudogene	HSPD1P18
chr5	136428892	136429854	+	processed_pseudogene	HNRNPA1P13
chr5	136466645	136521432	+	lncRNA	ENSG00000249803
chr5	136734830	136763409	+	lncRNA	ENSG00000250284
chr5	136857628	136858342	+	processed_pseudogene	ANKRD49P3
chr5	136969200	136969306	-	rRNA_pseudogene	RNA5SP193
chr5	136975298	137598379	-	protein_coding	SPOCK1
chr5	137617500	137736089	-	protein_coding	KLHL3
chr5	137647572	137647649	-	miRNA	MIR874
chr5	137745651	137754363	-	protein_coding	HNRNPA0
chr5	137755740	137760740	-	transcribed_processed_pseudogene	ENSG00000287067
chr5	137761546	137761936	+	lncRNA	ENSG00000270697
chr5	137801193	137810755	+	transcribed_unitary_pseudogene	NPY6R
chr5	137809780	137889394	-	lncRNA	PKD2L2-DT
chr5	137867858	137887851	+	protein_coding	MYOT
chr5	137887968	137942747	+	protein_coding	PKD2L2
chr5	137937960	138051961	-	protein_coding	FAM13B
chr5	138032774	138037266	+	lncRNA	FAM13B-AS1
chr5	138039199	138039979	+	lncRNA	ENSG00000250260
chr5	138069355	138069458	-	snRNA	RNU6-1148P
chr5	138083990	138092365	+	protein_coding	WNT8A
chr5	138115175	138139443	-	protein_coding	NME5
chr5	138116573	138116680	+	snRNA	RNU6-460P
chr5	138123011	138123111	-	snRNA	RNU6-888P
chr5	138139770	138178953	-	protein_coding	BRD8
chr5	138178719	138187723	+	protein_coding	KIF20A
chr5	138187650	138213343	-	protein_coding	CDC23
chr5	138252380	138274621	-	protein_coding	GFRA3
chr5	138266996	138267757	-	processed_pseudogene	RPS27AP18
chr5	138285269	138338355	-	protein_coding	CDC25C
chr5	138331935	138349729	+	protein_coding	FAM53C
chr5	138347027	138349641	-	lncRNA	ENSG00000249971
chr5	138352685	138437028	+	protein_coding	KDM3B
chr5	138439057	138446969	+	protein_coding	REEP2
chr5	138454540	138454732	-	processed_pseudogene	ENSG00000271196
chr5	138463990	138464678	-	lncRNA	ENSG00000289267
chr5	138465479	138469303	+	protein_coding	EGR1
chr5	138473744	138474361	+	processed_pseudogene	RPL7P19
chr5	138506095	138543236	-	protein_coding	ETF1
chr5	138543492	138544243	+	lncRNA	ENSG00000289155
chr5	138553756	138575675	-	protein_coding	HSPA9
chr5	138558970	138559039	-	snoRNA	SNORD63B
chr5	138561043	138561110	-	snoRNA	SNORD63
chr5	138610967	138935034	+	protein_coding	CTNNA1
chr5	138620329	138620964	+	processed_pseudogene	ENSG00000232174
chr5	138623479	138623582	+	snoRNA	ENSG00000238745
