Gene Symbol	Gene ID	Cytoband	P2_LG	P6_LG	P7_LG	P8_LG	P1_LG	P4_LG	P5_LG	P9_LG	P8_2_LG
PVRL3-AS1	100506555	3q13.13	-0.011	-0.060	0.029	-0.056	-0.009	-0.335	0.094	-0.003	0.090
NECTIN3	25945	3q13.13	-0.011	-0.060	0.029	-0.056	-0.009	-0.335	0.094	-0.003	0.090
CD96	10225	3q13.13	-0.011	-0.060	0.029	-0.056	-0.009	-0.335	0.094	-0.003	0.090
ZBED2	79413	3q13.13	-0.011	-0.060	0.029	-0.056	-0.009	-0.335	0.094	-0.003	0.090
PLCXD2-AS1	100874115	3q13.2	-0.011	-0.060	0.029	-0.056	-0.009	-0.335	0.094	-0.003	0.090
PLCXD2	257068	3q13.2	-0.011	-0.060	0.029	-0.056	-0.009	-0.335	0.094	-0.003	0.090
PHLDB2	90102	3q13.2	-0.011	-0.060	0.029	-0.056	-0.009	-0.335	0.094	-0.003	0.090
ABHD10	55347	3q13.2	-0.011	-0.060	0.029	-0.056	-0.009	-0.335	0.094	-0.003	0.090
TAGLN3	29114	3q13.2	-0.011	-0.060	0.029	-0.056	-0.009	-0.335	0.094	-0.003	0.090
TMPRSS7	344805	3q13.2	-0.011	-0.060	0.029	-0.056	-0.009	-0.335	0.094	-0.003	0.090
C3orf52	79669	3q13.2	-0.011	-0.060	0.029	-0.056	-0.009	-0.335	0.094	-0.003	0.090
MIR567	693152	3q13.2	-0.011	-0.060	0.029	-0.056	-0.009	-0.335	0.094	-0.003	0.090
GCSAM	257144	3q13.2	-0.011	-0.060	0.029	-0.056	-0.009	-0.335	0.094	-0.003	0.090
SLC9C1	285335	3q13.2	-0.011	-0.060	0.029	-0.056	-0.009	-0.335	0.094	-0.003	0.090
CD200	4345	3q13.2	-0.011	-0.060	0.029	0.165	-0.009	-0.335	0.094	-0.003	0.090
BTLA	151888	3q13.2	-0.011	-0.060	0.029	0.386	-0.009	-0.335	0.094	-0.003	0.090
ATG3	64422	3q13.2	-0.011	-0.060	0.029	0.386	-0.009	-0.335	0.094	-0.003	0.090
SLC35A5	55032	3q13.2	-0.011	-0.060	0.029	0.386	-0.009	-0.335	0.094	-0.003	0.090
LINC01279	100506621	3q13.2	-0.011	-0.060	0.029	0.386	-0.009	-0.335	0.094	-0.003	0.090
CCDC80	151887	3q13.2	-0.011	-0.060	0.029	0.386	-0.009	-0.335	0.094	-0.003	0.090
LOC101929694	101929694	3q13.2	-0.011	-0.060	0.029	0.386	-0.009	-0.335	0.094	-0.003	0.090
CD200R1L	344807	3q13.2	-0.011	-0.060	0.029	0.386	-0.009	-0.335	0.094	-0.003	0.090
CD200R1	131450	3q13.2	-0.011	-0.060	0.029	0.386	-0.009	-0.335	0.094	-0.003	0.090
GTPBP8	29083	3q13.2	-0.011	-0.060	0.029	0.386	-0.009	-0.335	0.094	-0.003	0.324
NEPRO	25871	3q13.2	-0.011	-0.060	0.029	0.386	-0.009	-0.335	0.094	0.154	0.479
LOC101929717	101929717	3q13.2	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.390	0.479
BOC	91653	3q13.2	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.307	0.479
CFAP44	55779	3q13.2	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	-0.023	0.262
CFAP44-AS1	100874029	3q13.2	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	-0.066	-0.090
MIR8076	102466253	3q13.2	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	-0.066	-0.090
SPICE1	152185	3q13.2	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	-0.066	-0.090
SIDT1	54847	3q13.2	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	-0.066	-0.090
MIR4446	100616476	3q13.2	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	-0.066	-0.090
USF3	205717	3q13.2	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	-0.264	-0.090
NAA50	80218	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	-0.461	-0.090
ATP6V1A	523	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	-0.461	-0.298
GRAMD1C	54762	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	-0.158	-0.229
ZDHHC23	254887	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
CCDC191	57577	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
QTRT2	79691	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
DRD3	1814	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
ZNF80	7634	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
TIGIT	201633	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
ZBTB20	26137	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
MIR568	693153	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
ZBTB20-AS1	100131117	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
LOC101929754	101929754	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
MIR4796	100616166	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
ZBTB20-AS3	104413890	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
ZBTB20-AS4	100874131	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
GAP43	2596	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
LSAMP	4045	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
LSAMP-AS1	101926903	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
TUSC7	285194	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
MIR4447	100616485	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
LINC00901	100506724	3q13.31	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
LOC105374060	105374060	3q13.32	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
LOC101926968	101926968	3q13.32	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
IGSF11	152404	3q13.32	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
IGSF11-AS1	100506765	3q13.32	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
C3orf30	152405	3q13.32	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
UPK1B	7348	3q13.32	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
B4GALT4	8702	3q13.32	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
B4GALT4-AS1	100874201	3q13.32	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
ARHGAP31	57514	3q13.32	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
ARHGAP31-AS1	100874246	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
TMEM39A	55254	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
POGLUT1	56983	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
TIMMDC1	51300	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
CD80	941	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
ADPRH	141	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
PLA1A	51365	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
POPDC2	64091	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
COX17	10063	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
MAATS1	89876	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
NR1I2	8856	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
GSK3B	2932	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
GPR156	165829	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
LRRC58	116064	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
FSTL1	11167	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
MIR198	406975	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
NDUFB4	4710	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
HGD	3081	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
RABL3	285282	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
GTF2E1	2960	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
LOC101926983	101926983	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
STXBP5L	9515	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
MIR5682	100847043	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	0.011	-0.018
POLQ	10721	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	-0.198	-0.234
ARGFX	503582	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	-0.250	-0.378
FBXO40	51725	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.094	-0.250	-0.294
HCLS1	3059	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.296	-0.250	-0.086
GOLGB1	2804	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.498	-0.250	-0.086
IQCB1	9657	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.498	-0.250	-0.086
EAF2	55840	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.498	-0.250	-0.086
SLC15A2	6565	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.498	-0.023	-0.086
ILDR1	286676	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.498	0.052	-0.086
CD86	942	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.378	0.052	-0.086
CASR	846	3q13.33	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.098	0.052	-0.086
CSTA	1475	3q21.1	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.098	-0.109	-0.086
CCDC58	131076	3q21.1	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.098	-0.217	-0.086
FAM162A	26355	3q21.1	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.098	-0.217	-0.086
WDR5B	54554	3q21.1	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.098	-0.217	-0.086
KPNA1	3836	3q21.1	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.098	-0.217	-0.086
LOC102723582	102723582	3q21.1	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.098	-0.217	-0.086
PARP9	83666	3q21.1	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.098	-0.217	-0.086
DTX3L	151636	3q21.1	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.098	-0.217	-0.086
PARP15	165631	3q21.1	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.098	-0.217	-0.086
PARP14	54625	3q21.1	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.098	-0.217	-0.086
HSPBAP1	79663	3q21.1	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.098	-0.217	-0.086
DIRC2	84925	3q21.1	-0.011	-0.060	0.029	0.021	-0.009	-0.335	0.052	-0.163	-0.042
LOC100129550	100129550	3q21.1	-0.011	-0.060	0.029	0.021	-0.009	-0.335	-0.178	0.107	0.177
SEMA5B	54437	3q21.1	-0.011	-0.060	-0.187	0.021	-0.009	-0.335	-0.178	0.107	0.177
PDIA5	10954	3q21.1	-0.011	-0.060	-0.221	0.021	-0.009	-0.335	-0.178	0.107	0.177
MIR7110	102465667	3q21.1	-0.011	-0.060	-0.221	0.021	-0.009	-0.335	-0.178	0.107	0.177
SEC22A	26984	3q21.1	-0.011	-0.060	-0.221	0.021	-0.009	-0.335	-0.178	0.107	0.177
ADCY5	111	3q21.1	-0.011	-0.060	-0.221	0.021	-0.009	-0.335	-0.178	0.107	0.177
HACD2	201562	3q21.1	-0.011	-0.060	-0.221	0.021	-0.009	-0.335	-0.178	0.107	0.177
MYLK-AS1	100506826	3q21.1	-0.011	-0.060	-0.221	0.021	-0.009	-0.335	-0.178	0.107	0.177
MYLK	4638	3q21.1	-0.011	-0.060	-0.221	0.021	-0.009	-0.335	-0.178	0.107	0.177
MYLK-AS2	100873940	3q21.1	-0.011	-0.060	-0.221	0.021	-0.009	-0.335	-0.178	0.107	0.177
CCDC14	64770	3q21.1	-0.011	-0.060	-0.221	0.021	-0.009	-0.335	-0.178	0.107	0.177
ROPN1	54763	3q21.1	-0.011	-0.060	-0.221	0.021	-0.009	-0.335	-0.178	0.107	0.177
KALRN	8997	3q21.1	-0.011	-0.060	-0.221	-0.200	-0.009	-0.335	-0.178	0.083	0.136
MIR5002	100847021	3q21.2	-0.011	-0.060	-0.221	0.021	-0.009	-0.335	-0.178	0.107	0.177
MIR6083	102464832	3q21.2	-0.011	-0.060	-0.221	-0.321	-0.009	-0.335	-0.178	0.107	0.177
MIR544B	100422864	3q21.2	-0.011	-0.060	-0.221	0.037	-0.009	-0.335	-0.178	-0.241	-0.067
UMPS	7372	3q21.2	-0.011	-0.060	-0.221	0.037	-0.009	-0.335	-0.178	-0.241	-0.067
ITGB5	3693	3q21.2	-0.011	-0.060	-0.221	0.037	-0.009	-0.335	-0.178	-0.241	-0.067
MUC13	56667	3q21.2	-0.011	-0.060	-0.221	0.037	-0.009	-0.335	-0.178	-0.241	-0.067
HEG1	57493	3q21.2	-0.011	-0.060	-0.221	0.037	-0.009	-0.335	0.290	-0.241	-0.067
SLC12A8	84561	3q21.2	-0.011	-0.060	-0.221	0.037	-0.009	-0.335	0.384	-0.241	-0.067
MIR5092	100847039	3q21.2	-0.011	-0.060	-0.221	0.037	-0.009	-0.335	0.384	-0.241	-0.067
ZNF148	7707	3q21.2	-0.011	-0.060	-0.221	0.037	-0.009	-0.335	0.384	-0.241	-0.226
SNX4	8723	3q21.2	-0.011	-0.060	-0.221	0.037	-0.009	-0.335	0.384	-0.241	-0.446
OSBPL11	114885	3q21.2	-0.011	-0.060	-0.221	0.037	-0.009	-0.335	0.280	-0.241	-0.446
MIR548I1	100302204	3q21.2	-0.011	-0.060	-0.221	0.037	-0.009	-0.335	-0.137	-0.241	-0.446
LOC101927056	101927056	3q21.2	-0.011	-0.060	-0.221	0.037	-0.009	-0.335	-0.137	-0.241	-0.446
FAM86JP	100125556	3q21.2	-0.011	-0.060	-0.221	0.037	-0.009	-0.335	-0.137	-0.241	-0.446
ALG1L	200810	3q21.2	-0.011	-0.060	-0.221	0.037	-0.009	-0.335	-0.137	-0.033	-0.137
ROPN1B	152015	3q21.2	-0.011	0.166	-0.221	0.037	-0.009	-0.335	-0.137	0.175	0.171
SLC41A3	54946	3q21.2	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.137	0.175	0.171
ALDH1L1-AS1	100874204	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.240	0.175	0.171
ALDH1L1	10840	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.306	0.175	0.171
ALDH1L1-AS2	100862662	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.343	0.175	0.171
KLF15	28999	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.343	0.175	0.171
CCDC37-AS1	100506907	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.343	0.175	0.171
CFAP100	348807	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.343	0.175	0.171
ZXDC	79364	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.343	0.175	0.242
UROC1	131669	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.343	0.175	0.421
C3orf22	152065	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.343	0.175	0.421
CHST13	166012	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.343	0.175	0.421
TXNRD3NB	645840	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.343	0.175	0.421
TXNRD3	114112	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.343	0.175	0.421
NUP210P1	255330	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.343	0.175	0.421
CHCHD6	84303	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.343	0.343	0.421
PLXNA1	5361	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.671	0.562	0.421
C3orf56	285311	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.671	0.562	0.421
LOC101927123	101927123	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.671	0.562	0.421
LINC01471	101927149	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.671	0.082	0.421
MIR6825	102466199	3q21.3	-0.011	0.316	-0.221	0.037	-0.009	-0.335	-0.671	0.082	0.421
TPRA1	131601	3q21.3	-0.011	0.182	-0.221	0.037	-0.009	-0.335	-0.199	0.082	0.267
MIR7976	102465857	3q21.3	-0.011	0.003	-0.221	0.037	-0.009	-0.335	-0.011	0.082	0.062
MCM2	4171	3q21.3	-0.011	0.003	-0.221	0.123	-0.009	-0.335	-0.011	0.082	0.062
PODXL2	50512	3q21.3	-0.011	0.003	-0.221	0.181	-0.009	-0.335	-0.011	0.082	0.062
ABTB1	80325	3q21.3	-0.011	0.003	-0.221	0.181	-0.009	-0.335	-0.011	0.082	0.062
MGLL	11343	3q21.3	-0.011	0.003	-0.221	0.181	-0.009	-0.335	-0.011	0.082	0.062
KBTBD12	166348	3q21.3	-0.011	0.003	-0.221	0.181	-0.009	-0.335	-0.011	0.082	0.062
SEC61A1	29927	3q21.3	-0.011	0.003	-0.221	0.181	-0.009	-0.335	-0.011	0.082	0.062
RUVBL1	8607	3q21.3	-0.011	0.003	-0.221	0.181	-0.009	-0.335	-0.011	0.082	0.062
RUVBL1-AS1	100874089	3q21.3	-0.011	0.003	-0.221	0.181	-0.009	-0.335	-0.011	0.082	0.062
EEFSEC	60678	3q21.3	-0.011	0.003	-0.221	0.181	-0.009	-0.335	-0.011	0.082	0.278
hsa-mir-1280	-1564	3q21.3	-0.011	0.003	-0.221	0.181	-0.009	-0.335	-0.011	0.082	0.410
DNAJB8-AS1	285224	3q21.3	-0.011	0.003	-0.221	0.181	-0.009	-0.335	-0.011	0.082	0.410
DNAJB8	165721	3q21.3	-0.011	0.003	-0.221	0.181	-0.009	-0.335	-0.011	0.082	0.410
GATA2	2624	3q21.3	-0.011	0.003	-0.079	0.181	-0.009	-0.335	-0.011	0.082	0.410
GATA2-AS1	101927167	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.011	0.082	0.410
LOC90246	90246	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.011	0.082	0.410
LINC01565	23434	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.011	0.082	0.410
RPN1	6184	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.011	-0.205	-0.205
RAB7A	7879	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.011	-0.321	-0.363
LOC653712	653712	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.011	-0.321	-0.102
ACAD9	28976	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.011	-0.321	-0.102
KIAA1257	57501	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.011	-0.321	-0.102
EFCC1	79825	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.011	-0.321	-0.102
GP9	2815	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.011	-0.321	-0.102
ISY1-RAB43	100534599	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	0.327	-0.321	-0.361
RAB43	339122	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	0.270	-0.321	-0.361
ISY1	57461	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	0.411	-0.321	-0.361
CNBP	7555	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	0.411	-0.321	-0.361
COPG1	22820	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	0.411	-0.321	-0.361
MIR6826	102465496	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	0.411	-0.321	-0.361
HMCES	56941	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	0.411	-0.321	-0.361
H1FX-AS1	339942	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	0.411	-0.136	-0.060
H1FX	8971	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	0.411	-0.321	-0.361
RPL32P3	132241	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	0.411	0.048	0.240
EFCAB12	90288	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	0.411	0.048	0.240
SNORA7B	677797	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	0.411	0.048	0.240
MBD4	8930	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	0.411	0.048	0.240
IFT122	55764	3q21.3	-0.011	0.003	0.016	0.181	-0.009	-0.335	0.129	0.048	0.240
RHO	6010	3q22.1	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.032	0.048	0.240
H1FOO	132243	3q22.1	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.032	0.048	0.240
PLXND1	23129	3q22.1	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.032	0.048	0.240
TMCC1	23023	3q22.1	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.032	0.048	0.040
TMCC1-AS1	100507032	3q22.1	-0.011	0.003	0.016	0.181	-0.009	-0.335	-0.032	0.048	0.040
TRH	7200	3q22.1	-0.011	0.003	0.016	0.076	-0.009	-0.335	-0.032	0.048	0.040
ALG1L2	644974	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
FAM86HP	729375	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
COL6A4P2	646300	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
COL6A5	256076	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
COL6A6	131873	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
PIK3R4	30849	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
ATP2C1	27032	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
ASTE1	28990	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
NEK11	79858	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
LOC339874	339874	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
NUDT16P1	152195	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
NUDT16	131870	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
MRPL3	11222	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
SNORA58	677836	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
CPNE4	131034	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
MIR5704	100847040	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
ACPP	55	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
DNAJC13	23317	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
ACAD11	84129	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
NPHP3-ACAD11	100532724	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
ACKR4	51554	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
UBA5	79876	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
NPHP3	27031	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
NPHP3-AS1	348808	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
TMEM108	66000	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
TMEM108-AS1	101927455	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	-0.032	0.048	0.040
BFSP2	8419	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	0.559	0.048	-0.054
BFSP2-AS1	85003	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	0.677	0.048	-0.129
CDV3	55573	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	0.677	0.048	-0.241
TOPBP1	11073	3q22.1	-0.011	0.003	0.016	-0.029	-0.009	-0.335	0.486	0.048	-0.241
TF	7018	3q22.1	-0.011	0.003	-0.151	-0.029	-0.009	-0.335	-0.183	0.048	0.013
SRPRB	58477	3q22.1	-0.011	0.003	-0.199	-0.029	-0.009	-0.335	-0.183	0.048	0.216
RAB6B	51560	3q22.1	-0.011	0.003	-0.199	-0.029	-0.009	-0.335	-0.183	0.048	0.216
C3orf36	80111	3q22.1	-0.011	0.003	-0.199	-0.029	-0.009	-0.335	-0.183	0.048	0.216
SLCO2A1	6578	3q22.1	-0.011	0.003	-0.199	-0.029	-0.009	-0.335	-0.183	0.048	0.216
LOC100507210	100507210	3q22.2	-0.011	0.003	-0.199	-0.029	-0.009	-0.335	-0.183	0.048	0.216
RYK	6259	3q22.2	-0.011	0.003	-0.199	-0.029	-0.009	-0.335	-0.183	0.048	0.216
AMOTL2	51421	3q22.2	-0.011	0.003	-0.199	-0.029	-0.009	-0.335	-0.183	0.048	0.216
