chromosome	start	end	strand	gene_name	gene_type
chr2	242025183	242026176	-	ENSG00000226423	lncRNA
chr2	242037716	242041501	-	ENSG00000287971	lncRNA
chr2	242047695	242084233	-	LINC01880	lncRNA
chr2	242086145	242086938	+	ENSG00000289556	lncRNA
chr2	242087351	242088457	-	ENSG00000261186	lncRNA
chr2	242088633	242175997	+	LINC01881	transcribed_unprocessed_pseudogene
chr2	242119856	242120053	-	CICP10	processed_pseudogene
chr2	242122287	242122469	+	SEPTIN14P2	processed_pseudogene
chr2	242175181	242175634	+	RPL23AP88	transcribed_processed_pseudogene
chr3	11745	24849	+	LINC01986	lncRNA
chr3	53348	54346	-	ENSG00000224918	lncRNA
chr3	109707	197341	-	CHL1-AS2	lncRNA
chr3	123563	133500	+	ENSG00000287140	lncRNA
chr3	196763	409417	+	CHL1	protein_coding
chr3	282689	282792	-	RNU6-1194P	snRNA
chr3	308714	309322	-	RPS8P6	processed_pseudogene
chr3	363370	385795	-	CHL1-AS1	lncRNA
chr3	524012	551657	-	ENSG00000287505	lncRNA
chr3	536062	846561	+	LINC01266	lncRNA
chr3	617789	618314	-	RPSAP32	processed_pseudogene
chr3	857124	858091	+	ENSG00000224239	lncRNA
chr3	1008135	1012934	+	ENSG00000235158	lncRNA
chr3	1065580	1065875	-	RN7SL120P	misc_RNA
chr3	1092658	1404217	+	CNTN6	protein_coding
chr3	1394173	1394448	-	CRB3P1	processed_pseudogene
chr3	1595777	1596245	-	RPL23AP38	processed_pseudogene
chr3	1730070	1730474	+	RPL23AP39	processed_pseudogene
chr3	1905651	1906125	+	RPL21P17	processed_pseudogene
chr3	1962381	1987470	-	ENSG00000225044	lncRNA
chr3	2088933	2089211	-	RN7SKP144	misc_RNA
chr3	2097040	2098664	-	ENSG00000288831	lncRNA
chr3	2098813	3057959	+	CNTN4	protein_coding
chr3	2110409	2144241	-	CNTN4-AS2	lncRNA
chr3	2135757	2141988	+	ENSG00000286363	lncRNA
chr3	2362258	2362738	+	HINT2P1	processed_pseudogene
chr3	2985231	2985575	-	DNAJC19P4	processed_pseudogene
chr3	3039033	3069242	-	CNTN4-AS1	lncRNA
chr3	3066324	3126613	-	IL5RA	protein_coding
chr3	3102913	3103015	+	ENSG00000253049	snoRNA
chr3	3126933	3150879	+	TRNT1	protein_coding
chr3	3144628	3179727	-	CRBN	protein_coding
chr3	3152942	3153435	+	ENSG00000271870	lncRNA
chr3	3250687	3627296	-	ENSG00000223727	lncRNA
chr3	3700814	4467273	-	SUMF1	protein_coding
chr3	3799431	3849834	+	LRRN1	protein_coding
chr3	3918709	4046722	+	ENSG00000287720	lncRNA
chr3	3981981	3984295	-	PNPT1P1	processed_pseudogene
chr3	4269153	4311495	-	ENSG00000286579	lncRNA
chr3	4303332	4317265	+	SETMAR	protein_coding
chr3	4414580	4414960	-	MRPS10P2	processed_pseudogene
chr3	4490317	4493201	-	ITPR1-DT	lncRNA
chr3	4493345	4847506	+	ITPR1	protein_coding
chr3	4749192	4751590	-	EGOT	lncRNA
chr3	4750333	4750685	+	ENSG00000275981	misc_RNA
chr3	4793222	4887293	-	ENSG00000235978	lncRNA
chr3	4896809	4980414	-	BHLHE40-AS1	lncRNA
chr3	4979437	4985323	+	BHLHE40	protein_coding
chr3	5068676	5069044	-	RNF10P1	processed_pseudogene
chr3	5080212	5084429	-	UBTFL8	unprocessed_pseudogene
chr3	5086178	5086279	-	Y_RNA	misc_RNA
chr3	5099627	5099861	+	ENSG00000237566	processed_pseudogene
chr3	5122249	5180911	+	ARL8B	protein_coding
chr3	5156905	5187329	-	ENSG00000233912	lncRNA
chr3	5187172	5188298	-	ENSG00000268509	lncRNA
chr3	5187646	5219958	+	EDEM1	protein_coding
chr3	5250177	5250255	-	MIR4790	miRNA
chr3	5252926	5253223	-	RN7SL553P	misc_RNA
chr3	5255535	5256761	-	ENSG00000230944	lncRNA
chr3	5962842	6124120	+	ENSG00000229642	lncRNA
chr3	6148484	6365885	+	ENSG00000226022	lncRNA
chr3	6208269	6208571	+	ENSG00000232958	unprocessed_pseudogene
chr3	6490460	6736750	+	ENSG00000189229	lncRNA
chr3	6631008	6805479	-	GRM7-AS3	lncRNA
chr3	6692319	6693088	+	ENSG00000223719	processed_pseudogene
chr3	6770001	7741533	+	GRM7	protein_coding
chr3	6773037	6773343	-	MRPS36P1	processed_pseudogene
chr3	6892632	6894022	-	GRM7-AS2	lncRNA
chr3	7241916	7250209	+	ENSG00000288030	lncRNA
chr3	7519741	7560333	-	GRM7-AS1	lncRNA
chr3	7606890	7790482	-	ENSG00000270207	lncRNA
chr3	7951263	8611924	-	LMCD1-AS1	lncRNA
chr3	8079322	8125538	+	ENSG00000228351	lncRNA
chr3	8359344	8366427	-	ENSG00000231401	lncRNA
chr3	8364529	8364648	-	RNU4ATAC17P	snRNA
chr3	8501807	8574668	+	LMCD1	protein_coding
chr3	8573726	8593124	-	ENSG00000224884	lncRNA
chr3	8619386	8745040	-	SSUH2	protein_coding
chr3	8682943	8693701	+	OR7E122P	transcribed_unprocessed_pseudogene
chr3	8733802	8841808	+	CAV3	protein_coding
chr3	8750381	8769628	-	OXTR	protein_coding
chr3	8775402	8963773	-	RAD18	protein_coding
chr3	8931495	8931632	+	ENSG00000281863	snoRNA
chr3	8931506	8931631	+	ENSG00000199815	snoRNA
chr3	8980591	9363053	-	SRGAP3	protein_coding
chr3	9014123	9015979	+	SRGAP3-AS1	lncRNA
chr3	9100803	9104078	+	ENSG00000287623	lncRNA
chr3	9192493	9194453	+	SRGAP3-AS2	lncRNA
chr3	9216895	9219508	+	SRGAP3-AS3	lncRNA
chr3	9249742	9257507	+	SRGAP3-AS4	lncRNA
chr3	9292588	9363303	-	ENSG00000254485	lncRNA
chr3	9348443	9349192	+	PGAM1P4	processed_pseudogene
chr3	9349689	9398579	-	THUMPD3-AS1	lncRNA
chr3	9362971	9386791	+	THUMPD3	protein_coding
chr3	9397615	9479240	+	SETD5	protein_coding
chr3	9498361	9553822	-	LHFPL4	protein_coding
chr3	9600748	9602728	+	DUSP5P2	processed_pseudogene
chr3	9649433	9702393	+	MTMR14	protein_coding
chr3	9693182	9721399	-	ENSG00000287878	lncRNA
chr3	9703826	9729908	+	CPNE9	protein_coding
chr3	9731729	9748019	+	BRPF1	protein_coding
chr3	9749944	9788219	+	OGG1	protein_coding
chr3	9757347	9769992	-	CAMK1	protein_coding
chr3	9779967	9793011	-	TADA3	protein_coding
chr3	9792495	9807101	+	ARPC4	protein_coding
chr3	9793082	9835401	+	ARPC4-TTLL3	protein_coding
chr3	9808086	9855138	+	TTLL3	protein_coding
chr3	9812762	9813097	-	ENSG00000269886	lncRNA
chr3	9837849	9844602	-	RPUSD3	protein_coding
chr3	9866711	9880255	-	CIDEC	protein_coding
chr3	9890574	9894349	+	JAGN1	protein_coding
chr3	9902612	9916402	+	IL17RE	protein_coding
chr3	9917074	9933630	+	IL17RC	protein_coding
chr3	9917116	9945385	+	ENSG00000288550	protein_coding
chr3	9919051	9919153	-	RNU6-882P	snRNA
chr3	9933793	9945413	+	CRELD1	protein_coding
chr3	9945542	9952408	-	PRRT3	protein_coding
chr3	9947404	9954787	+	PRRT3-AS1	lncRNA
chr3	9958717	9962539	+	ENSG00000269982	lncRNA
chr3	9962682	10011202	-	EMC3	protein_coding
chr3	9986885	10006990	+	EMC3-AS1	transcribed_unprocessed_pseudogene
chr3	10000647	10000940	-	CYCSP10	processed_pseudogene
chr3	10004048	10011209	-	ENSG00000206567	lncRNA
chr3	10014237	10026395	-	CIDECP1	transcribed_unprocessed_pseudogene
chr3	10026370	10101932	+	FANCD2	protein_coding
chr3	10037552	10037655	+	RNU6-670P	snRNA
chr3	10057973	10058287	-	CYCSP11	processed_pseudogene
chr3	10081317	10108255	-	FANCD2OS	protein_coding
chr3	10115675	10127190	+	BRK1	protein_coding
chr3	10141778	10153667	+	VHL	protein_coding
chr3	10149986	10153326	-	ENSG00000287086	lncRNA
chr3	10164919	10243745	+	IRAK2	protein_coding
chr3	10248023	10281218	+	TATDN2	protein_coding
chr3	10249372	10285796	+	ENSG00000272410	protein_coding
chr3	10284419	10285746	+	LINC00852	lncRNA
chr3	10285666	10292947	-	GHRL	protein_coding
chr3	10285754	10294903	+	GHRLOS	lncRNA
chr3	10287413	10287482	+	ENSG00000276678	misc_RNA
chr3	10293131	10321112	-	SEC13	protein_coding
chr3	10324023	10708007	-	ATP2B2	protein_coding
chr3	10330229	10330285	+	MIR378B	miRNA
chr3	10394489	10394562	-	MIR885	miRNA
chr3	10566255	10570375	-	ATP2B2-IT1	lncRNA
chr3	10626015	10629307	-	ATP2B2-IT2	lncRNA
chr3	10759350	10764209	-	LINC00606	lncRNA
chr3	10767464	10771718	+	ENSG00000230599	lncRNA
chr3	10816201	10940714	+	SLC6A11	protein_coding
chr3	10914196	10977981	-	ENSG00000286962	lncRNA
chr3	10992186	11039247	+	SLC6A1	protein_coding
chr3	11006098	11019224	-	SLC6A1-AS1	lncRNA
chr3	11060973	11091548	+	ENSG00000287964	lncRNA
chr3	11137093	11263557	+	HRH1	protein_coding
chr3	11183856	11184935	+	ENSG00000288969	lncRNA
chr3	11193439	11225877	-	ENSG00000285906	lncRNA
chr3	11234256	11234582	-	CHCHD4P4	processed_pseudogene
chr3	11272309	11557665	+	ATG7	protein_coding
chr3	11290406	11290663	-	ENSG00000226621	processed_pseudogene
chr3	11488300	11488473	-	ENSG00000235240	unprocessed_pseudogene
chr3	11529488	11529755	-	ENSG00000270531	processed_pseudogene
chr3	11556069	11771350	-	VGLL4	protein_coding
chr3	11607184	11610748	+	ENSG00000271716	lncRNA
chr3	11611602	11612197	+	ENSG00000272483	lncRNA
chr3	11790442	11846919	-	TAMM41	protein_coding
chr3	11859674	11891172	+	FANCD2P2	unprocessed_pseudogene
chr3	11878830	11879129	-	CYCSP12	processed_pseudogene
chr3	11900011	11901245	+	NUP210P2	unprocessed_pseudogene
chr3	11906527	11912313	+	MARK2P14	unprocessed_pseudogene
chr3	11909634	11910765	-	ENSG00000251038	unprocessed_pseudogene
chr3	11952788	11953085	-	RN7SL147P	misc_RNA
chr3	12004388	12192032	+	SYN2	protein_coding
chr3	12070195	12071360	+	ACTG1P12	processed_pseudogene
chr3	12153068	12158912	-	TIMP4	protein_coding
chr3	12165299	12165642	-	MTCO1P5	processed_pseudogene
chr3	12178694	12234274	-	ENSG00000288952	lncRNA
chr3	12257801	12258460	-	GSTM5P1	processed_pseudogene
chr3	12287368	12434356	+	PPARG	protein_coding
chr3	12328003	12328274	+	ENSG00000225026	processed_pseudogene
chr3	12484421	12541549	+	TSEN2	protein_coding
chr3	12511095	12511213	-	RNA5SP123	rRNA_pseudogene
chr3	12514706	12514807	+	RNU6-377P	snRNA
chr3	12514934	12561059	-	MKRN2OS	protein_coding
chr3	12557057	12586208	+	MKRN2	protein_coding
chr3	12576961	12577237	-	Metazoa_SRP	misc_RNA
chr3	12582101	12664201	-	RAF1	protein_coding
chr3	12673699	12673883	+	CRIP1P1	processed_pseudogene
chr3	12733528	12769457	-	TMEM40	protein_coding
chr3	12787393	12788671	-	KRT18P17	processed_pseudogene
chr3	12796472	12871916	+	CAND2	protein_coding
chr3	12832219	12832728	-	ENSG00000272263	lncRNA
chr3	12834485	12841582	-	RPL32	protein_coding
chr3	12840312	12840450	-	SNORA7A	snoRNA
chr3	12850659	12850860	+	ENSG00000250939	transcribed_unprocessed_pseudogene
chr3	12877522	12885211	-	LINC02022	lncRNA
chr3	12897043	13283281	-	IQSEC1	protein_coding
chr3	13052967	13053122	-	ENSG00000231362	processed_pseudogene
chr3	13316235	13420322	-	NUP210	protein_coding
chr3	13460294	13460398	-	ENSG00000238138	processed_pseudogene
chr3	13460424	13460889	-	ENSG00000223398	processed_pseudogene
chr3	13476982	13480053	-	HDAC11-AS1	lncRNA
chr3	13479724	13506424	+	HDAC11	protein_coding
chr3	13549125	13638422	+	FBLN2	protein_coding
chr3	13650696	13746638	+	LINC00620	lncRNA
chr3	13816258	13880071	-	WNT7A	protein_coding
chr3	13926813	13927778	+	VN1R20P	unitary_pseudogene
chr3	13933056	13937477	+	FGD5P1	transcribed_unprocessed_pseudogene
chr3	13937273	14082811	+	TPRXL	transcribed_processed_pseudogene
chr3	14038647	14047181	-	ENSG00000287059	lncRNA
chr3	14089107	14089871	-	VN1R21P	unitary_pseudogene
chr3	14112077	14124870	-	CHCHD4	protein_coding
chr3	14125015	14143680	+	TMEM43	protein_coding
chr3	14135217	14148252	+	ENSG00000268279	protein_coding
chr3	14144637	14165978	+	XPC-AS1	lncRNA
chr3	14145147	14178621	-	XPC	protein_coding
chr3	14178817	14201122	+	LSM3	protein_coding
chr3	14272373	14303845	-	ENSG00000255021	lncRNA
chr3	14348451	14352568	-	LINC01267	lncRNA
chr3	14394648	14394757	+	RNA5SP124	rRNA_pseudogene
chr3	14402576	14489349	+	SLC6A6	protein_coding
chr3	14489107	14556075	-	GRIP2	protein_coding
chr3	14530982	14531088	-	RNU6-905P	snRNA
chr3	14572852	14574792	-	RHBDF1P1	processed_pseudogene
chr3	14602035	14641443	+	ENSG00000283392	lncRNA
chr3	14648194	14649432	-	LINC02922	lncRNA
chr3	14651762	14672659	+	CCDC174	protein_coding
chr3	14675141	14773036	+	C3orf20	protein_coding
chr3	14764952	14767440	-	ENSG00000230172	lncRNA
chr3	14791534	14793504	+	ENSG00000285969	lncRNA
chr3	14799331	14811414	-	LINC02011	lncRNA
chr3	14810853	14934571	+	FGD5	protein_coding
chr3	14920347	14948424	-	FGD5-AS1	lncRNA
chr3	14947583	15053600	+	NR2C2	protein_coding
chr3	15009611	15065339	-	MRPS25	protein_coding
chr3	15070073	15099163	-	RBSN	protein_coding
chr3	15131848	15132208	-	ENSG00000228874	processed_pseudogene
chr3	15141380	15142157	+	RPS3AP53	processed_pseudogene
chr3	15151833	15205959	-	COL6A4P1	transcribed_unprocessed_pseudogene
chr3	15206152	15252916	+	CAPN7	protein_coding
chr3	15254184	15264515	+	SH3BP5-AS1	lncRNA
chr3	15254353	15341368	-	SH3BP5	protein_coding
chr3	15339749	15339855	+	RNU6-454P	snRNA
chr3	15375373	15375645	-	HMGN2P7	processed_pseudogene
chr3	15381275	15440566	-	METTL6	protein_coding
chr3	15427598	15450635	+	EAF1	protein_coding
chr3	15433110	15433216	-	RNU6-1024P	snRNA
chr3	15436171	15455940	-	EAF1-AS1	lncRNA
chr3	15450133	15521751	-	COLQ	protein_coding
chr3	15496239	15496308	-	MIR4270	miRNA
chr3	15501439	15504060	+	ENSG00000288077	lncRNA
chr3	15506623	15506905	-	RN7SL110P	misc_RNA
chr3	15560699	15601852	-	HACL1	protein_coding
chr3	15601341	15722311	+	BTD	protein_coding
chr3	15667236	15859771	-	ANKRD28	protein_coding
chr3	15697298	15697371	-	MIR3134	miRNA
chr3	15731877	15732536	+	ENSG00000279465	TEC
chr3	15732252	15733470	+	ENSG00000270409	transcribed_unprocessed_pseudogene
chr3	15738515	15738809	+	RN7SL4P	misc_RNA
chr3	15860158	16137527	+	ENSG00000287042	lncRNA
chr3	15873771	15873849	+	MIR563	miRNA
chr3	15878047	15879571	+	IMPDH1P8	processed_pseudogene
chr3	15970003	15971253	+	ENSG00000286689	lncRNA
chr3	16174680	16231992	+	GALNT15	protein_coding
chr3	16252123	16253130	-	ENSG00000285654	lncRNA
chr3	16257061	16264969	-	DPH3	protein_coding
chr3	16265160	16350299	+	OXNAD1	protein_coding
chr3	16275060	16276632	-	ENSG00000270739	processed_pseudogene
chr3	16313574	16514026	-	RFTN1	protein_coding
chr3	16314439	16314987	+	ENSG00000271964	lncRNA
chr3	16339308	16339871	+	ENSG00000272498	lncRNA
chr3	16345126	16346440	+	ENSG00000272529	lncRNA
chr3	16361348	16370398	+	ENSG00000287377	lncRNA
chr3	16444540	16447914	+	ENSG00000288050	lncRNA
chr3	16524771	16541903	+	LINC00690	lncRNA
chr3	16524800	16531807	+	ENSG00000269391	lncRNA
chr3	16586792	16670306	-	DAZL	protein_coding
chr3	16647753	16697519	-	ENSG00000229271	lncRNA
chr3	16692745	16694202	-	CDYLP1	unprocessed_pseudogene
chr3	16802651	17090604	+	PLCL2	protein_coding
chr3	16933196	16933260	+	MIR3714	miRNA
chr3	17042742	17044192	-	PLCL2-AS1	lncRNA
chr3	17141015	17205165	+	ENSG00000285731	lncRNA
chr3	17157162	18444817	-	TBC1D5	protein_coding
chr3	17333126	17333431	+	ENSG00000231780	processed_pseudogene
chr3	17465150	17465510	+	ENSG00000227309	processed_pseudogene
chr3	17664963	17665025	+	RNU7-10P	snRNA
chr3	17706058	17706233	-	ENSG00000233133	unprocessed_pseudogene
chr3	17742952	17745665	+	ENSG00000286352	lncRNA
chr3	17871729	17872598	-	ENSG00000213383	processed_pseudogene
chr3	17877455	17878169	-	PDCL3P3	processed_pseudogene
chr3	17990023	17995544	+	ENSG00000226238	lncRNA
chr3	18013226	18041603	+	ENSG00000274840	lncRNA
chr3	18345377	18445588	-	SATB1	protein_coding
chr3	18408680	18409635	-	ENSG00000272477	lncRNA
chr3	18445024	18923280	+	SATB1-AS1	lncRNA
chr3	18538673	18539899	+	RAD23BP1	processed_pseudogene
chr3	18954943	18955049	-	RNU6-138P	snRNA
chr3	19148510	19535642	+	KCNH8	protein_coding
chr3	19314848	19314931	-	MIR4791	miRNA
chr3	19389185	19702795	-	ENSG00000287069	lncRNA
chr3	19879472	19947025	-	EFHB	protein_coding
chr3	19940269	19943310	-	HSPA8P18	processed_pseudogene
chr3	19947097	19985175	+	RAB5A	protein_coding
chr3	19951702	19953352	+	ENSG00000289138	lncRNA
chr3	19979961	20012267	-	PP2D1	protein_coding
chr3	19996803	19996925	+	RNU4-85P	snRNA
chr3	20007852	20008247	-	SAP18P3	processed_pseudogene
chr3	20012452	20012606	+	RPL39P18	processed_pseudogene
chr3	20040446	20154404	+	KAT2B	protein_coding
chr3	20137565	20137641	+	MIR3135A	miRNA
chr3	20160593	20186206	-	SGO1	protein_coding
chr3	20174244	21145967	+	SGO1-AS1	lncRNA
chr3	20268965	20269070	-	RNU6-822P	snRNA
chr3	20388249	20390562	+	ENSG00000261734	lncRNA
chr3	20507644	20507756	-	RNU6-815P	snRNA
chr3	21006730	21226305	-	ENSG00000282987	lncRNA
chr3	21405737	21406508	+	VENTXP7	processed_pseudogene
chr3	21412218	22373321	-	ZNF385D	protein_coding
chr3	21542789	21579959	+	ZNF385D-AS1	lncRNA
chr3	21942566	21979828	+	ZNF385D-AS2	lncRNA
chr3	22381819	22382929	+	HMGB1P5	transcribed_processed_pseudogene
chr3	22670201	22670711	-	ENSG00000234723	unprocessed_pseudogene
chr3	22811390	22812047	-	RRBP1P2	processed_pseudogene
chr3	22904135	22905151	+	RANP7	processed_pseudogene
chr3	22989823	22991582	+	SALL4P5	unprocessed_pseudogene
chr3	23134372	23134824	+	RPL24P7	processed_pseudogene
chr3	23194929	23202703	-	UBE2E2-DT	lncRNA
chr3	23203020	23591794	+	UBE2E2	protein_coding
chr3	23273807	23273910	+	Y_RNA	misc_RNA
chr3	23389661	23389909	-	ENSG00000228171	unprocessed_pseudogene
chr3	23613661	23613759	-	RNU6-922P	snRNA
chr3	23641489	23641592	-	RNU6-788P	snRNA
chr3	23804024	23806905	-	UBE2E1-AS1	lncRNA
chr3	23805955	23891640	+	UBE2E1	protein_coding
chr3	23878981	23879498	-	ARL4AP4	processed_pseudogene
chr3	23889951	23946591	-	NKIRAS1	protein_coding
chr3	23916591	23924374	+	RPL15	protein_coding
chr3	23945286	23980617	+	NR1D2	protein_coding
chr3	24096269	24103238	-	LINC00691	lncRNA
chr3	24096512	24097360	-	NPM1P23	transcribed_processed_pseudogene
chr3	24117153	24495756	-	THRB	protein_coding
chr3	24137832	24190080	+	ENSG00000289130	lncRNA
chr3	24430748	24431107	+	RPL31P20	processed_pseudogene
chr3	24455136	24459434	-	THRB-IT1	lncRNA
chr3	24494087	24681711	+	THRB-AS1	lncRNA
chr3	24496272	24522420	-	ENSG00000272554	lncRNA
chr3	24521362	24521435	-	ENSG00000265028	miRNA
chr3	24555834	24556459	+	EIF3KP2	processed_pseudogene
chr3	24687887	25597932	+	RARB	protein_coding
chr3	25020166	25020463	-	RN7SL216P	misc_RNA
chr3	25025007	25025126	+	RNA5SP125	rRNA_pseudogene
chr3	25324174	25324659	+	CFL1P7	processed_pseudogene
chr3	25352284	25352392	-	RNA5SP126	rRNA_pseudogene
chr3	25441164	25441502	-	H3P10	processed_pseudogene
chr3	25555543	25555606	-	ENSG00000272166	snoRNA
chr3	25597984	25664907	-	TOP2B	protein_coding
chr3	25618132	25618312	-	ENSG00000275227	misc_RNA
chr3	25664873	25664939	-	MIR4442	miRNA
chr3	25686896	25687123	+	CRIP1P2	processed_pseudogene
chr3	25718944	25790039	-	NGLY1	protein_coding
chr3	25749488	25749896	+	RPL32P11	processed_pseudogene
chr3	25754925	25755670	+	TAF9BP1	processed_pseudogene
chr3	25782917	25794534	+	OXSM	protein_coding
chr3	25858525	25873748	-	LINC00692	lncRNA
chr3	26015669	26016369	+	RPEP2	processed_pseudogene
chr3	26216322	26216877	+	HMGB3P12	processed_pseudogene
chr3	26346681	26347638	-	VENTXP4	processed_pseudogene
chr3	26614261	26622943	-	LRRC3B-AS1	lncRNA
chr3	26622806	26717537	+	LRRC3B	protein_coding
chr3	27106484	27369460	-	NEK10	protein_coding
chr3	27214816	27215018	-	MICOS10P3	processed_pseudogene
chr3	27265580	27265683	-	RNU6-342P	snRNA
chr3	27369568	27387960	+	ENSG00000287348	lncRNA
chr3	27372721	27484420	-	SLC4A7	protein_coding
chr3	27462506	27462816	+	RPS20P15	processed_pseudogene
chr3	27486247	27486617	+	ENSG00000230807	processed_pseudogene
chr3	27513871	27514032	+	RNU1-96P	snRNA
chr3	27525353	27525394	+	ENSG00000232167	processed_pseudogene
chr3	27547757	27547858	-	Y_RNA	misc_RNA
chr3	27624202	27624456	-	ENSG00000223968	processed_pseudogene
chr3	27632942	27639111	+	ENSG00000271943	transcribed_processed_pseudogene
chr3	27703129	27703568	-	KIAA1143P2	processed_pseudogene
chr3	27712910	27714005	+	LINC02084	lncRNA
chr3	27715949	27722711	-	EOMES	protein_coding
chr3	27797552	27931579	+	LINC01980	lncRNA
chr3	27830886	27834136	-	LINC01981	lncRNA
chr3	27916774	28059268	-	LINC01967	lncRNA
chr3	28241584	28325142	+	CMC1	protein_coding
chr3	28315003	28349050	-	AZI2	protein_coding
chr3	28348721	28538122	+	ZCWPW2	protein_coding
chr3	28349178	29767537	+	ENSG00000283563	protein_coding
chr3	28427963	28428444	-	CIAO2AP1	processed_pseudogene
chr3	28447725	28448073	+	ENSG00000230480	processed_pseudogene
chr3	28574791	30010391	+	RBMS3	protein_coding
chr3	29054570	29290726	-	RBMS3-AS3	lncRNA
chr3	29087396	29088599	+	MESTP4	processed_pseudogene
chr3	29390848	29391218	+	RPS12P5	processed_pseudogene
chr3	29526251	29642809	-	RBMS3-AS2	lncRNA
chr3	29797652	29797825	-	MTND4LP9	processed_pseudogene
chr3	29926811	29934156	-	RBMS3-AS1	lncRNA
chr3	30292548	30305037	+	ENSG00000287774	lncRNA
chr3	30304320	30304536	-	ENSG00000199927	snoRNA
chr3	30304321	30304536	-	U3	snoRNA
chr3	30373063	30469302	+	ENSG00000289450	lncRNA
chr3	30518833	30527193	+	LINC01985	lncRNA
chr3	30521664	30526254	-	ENSG00000227549	lncRNA
chr3	30606601	30694142	+	TGFBR2	protein_coding
chr3	30626423	30626797	-	ENSG00000224618	processed_pseudogene
chr3	30697661	30699576	+	ENSG00000261468	lncRNA
chr3	30726197	30894661	-	GADL1	protein_coding
chr3	31161704	31161787	-	MIR466	miRNA
chr3	31181751	31182650	-	CNN2P6	processed_pseudogene
chr3	31228715	31228847	+	RNA5SP127	rRNA_pseudogene
